feature,importance
cloudcover,0.11403514
precip,0.094969966
winddir,0.06899701
precipcover,0.057769306
dew,0.052049637
temp,0.050809562
feelslikemax,0.050557755
snowdepth,0.04866715
tempmax,0.047955375
feelslike,0.04789075
feelslikemin,0.047608398
tempmin,0.047063407
windspeed,0.046973687
snow,0.046738524
sealevelpressure,0.046363547
visibility,0.04459235
humidity,0.043809474
moonphase,0.04314905
precipprob,0.0
