target,baseline,rmse,mae,r2
precip_tomorrow,평균값,0.723362232229201,0.282215398689075,-0.00035175772085715984
precip_tomorrow,persistence(오늘=내일),0.8945710797721081,0.2544337569687913,-0.529927276842902
