label,f1_mean,f1_std,f1_threshold_opt_mean,f1_threshold_opt_std
XGBoost(튜닝),0.5708907552065889,0.05714453587715093,0.637158904677229,0.031061123559987965
persistence(오늘=내일),0.5835933557447895,0.057196730773510125,0.5835933557447895,0.057196730773510125
랜덤포레스트(튜닝),0.5645367647550255,0.057908215763268794,0.6290493096728911,0.04641948990306123
